comment_text,cleaned_comment,Label
"Infiltrating forces in Iran has options to kidnap, assassinate, sabotage, and ambush local soldiers and commanders on the ground. Communists perfect this tactics.",infiltrating forces in iran has options to kidnap assassinate sabotage and ambush local soldiers and commanders on the ground communists perfect this tactics,
They are waiting for you since 1980 and well prepared 😂😂😂 don't play twitter twitter let play war war...😂😂😂,they are waiting for you since 1980 and well prepared  dont play twitter twitter let play war war,
What a mess.,what a mess,
<><><>  PLEASE DEAR GOD ... PLEASE FREE THE IRANIANS  <><><>,please dear god  please free the iranians,
"HEY FOX
TELL TRUMP HE SUCKS","hey fox
tell trump he sucks",
Better find some candles iran. 🕯,better find some candles iran,
Is the Spanish left wing Media outlet attacking the right wing and trump administration not only in the us but all Latino America big Media outlet,is the spanish left wing media outlet attacking the right wing and trump administration not only in the us but all latino america big media outlet,
"Congress should stop this psychopath. Destroying the power plants harms the Iranian people, who will unite even more against foreign aggression. Militarily, each missile city has independent power plants... The counterattack would be to leave the entire Persian Gulf without electricity. What is the objective? Is it to create a regional and global economic and humanitarian crisis? A great reset?",congress should stop this psychopath destroying the power plants harms the iranian people who will unite even more against foreign aggression militarily each missile city has independent power plants the counterattack would be to leave the entire persian gulf without electricity what is the objective? is it to create a regional and global economic and humanitarian crisis? a great reset?,
"Fox needs to put a count down stop watch timer 48 hours starting now on the fox screen every body sees and watches,,,it will be a thriller to constantly watch,,and then the big boom heha",fox needs to put a count down stop watch timer 48 hours starting now on the fox screen every body sees and watchesit will be a thriller to constantly watchand then the big boom heha,
Isn’t that war criminal? Plant is civilian infrastructure.,isnt that war criminal? plant is civilian infrastructure,
"Yeah, TACO boy doesn't have a clue what he's doing. If he did have a clue, the Hormuz straight would never have been closed by Iran. The rest of the so-called report is propaganda.",yeah taco boy doesnt have a clue what hes doing if he did have a clue the hormuz straight would never have been closed by iran the rest of the socalled report is propaganda,
Hit them and put some real fire power on them!,hit them and put some real fire power on them!,
"America never had control. Now, America has no allies and friends in the world either. Alone is strong, America's new motto. The world will not solve your problem. If you leave without a cease fire, Iran will be boldened and keep the straights closed for everybody who follow the sanctions, easy to do. What will you do with the world hating America? Wait for the 15%+ unemployment for a generation? It is just sad that America has started a war it can only win with a couple of hundred thousand American boots on the ground or be an outcast for a generation",america never had control now america has no allies and friends in the world either alone is strong americas new motto the world will not solve your problem if you leave without a cease fire iran will be boldened and keep the straights closed for everybody who follow the sanctions easy to do what will you do with the world hating america? wait for the 15 unemployment for a generation? it is just sad that america has started a war it can only win with a couple of hundred thousand american boots on the ground or be an outcast for a generation,
Let's make Iran great again by destroying its power plants 😂😂 what a pathetic liar,lets make iran great again by destroying its power plants  what a pathetic liar,
"Oh god, someone go get grandpa out of office",oh god someone go get grandpa out of office,
Democrats Donald Trump is your president too LIVE from the White House it’s Saturday night 48 HOURS SHIT’S GONNA GET DEEP D J T 🇺🇸🗽🚀,democrats donald trump is your president too live from the white house its saturday night 48 hours shits gonna get deep d j t,
"I love President Trump but I don’t think this 48hr is a good idea. You are dealing with a regime that has taken Iran hostage, when you threat to harm the hostage the regime who is the hostage taker doesn’t care because it’s not his country or people. Their way of thought is who cares let Trump to blow up the oil facility so long as we stay in power.",i love president trump but i dont think this 48hr is a good idea you are dealing with a regime that has taken iran hostage when you threat to harm the hostage the regime who is the hostage taker doesnt care because its not his country or people their way of thought is who cares let trump to blow up the oil facility so long as we stay in power,
Thank you President Trump,thank you president trump,
"United States of Israel is trying to scare Iran , meanwhile Americans don’t want to die for israel",united states of israel is trying to scare iran  meanwhile americans dont want to die for israel,
"How are we going to liberate the Iranian people with now power. The Europeans are calling us the Jewnited States of America. ISRAEL sanctions    genocide, can we start talking about the real problem.  What happens if Iran blows up desalination plants in Israel, this is very dangerous.",how are we going to liberate the iranian people with now power the europeans are calling us the jewnited states of america israel sanctions    genocide can we start talking about the real problem  what happens if iran blows up desalination plants in israel this is very dangerous,
Clock starts 47 hours ago...Times up!,clock starts 47 hours agotimes up!,
US got a life time asspounding,us got a life time asspounding,
Straight of Hormones. He’s bluffing,straight of hormones hes bluffing,
Trump need to keep his tweet off... And Focus on Action....,trump need to keep his tweet off and focus on action,
Give them a bad sun burn!,give them a bad sun burn!,
"Good luck with telling Iran what they're going to do next, you moron.",good luck with telling iran what theyre going to do next you moron,
Trump's gonna bring about a humanitarian CATASTROPHE WORLD WIDE They'll start attacking each others water desalination plants causing a drought and MILLIONS of refugees heading to Europe,trumps gonna bring about a humanitarian catastrophe world wide theyll start attacking each others water desalination plants causing a drought and millions of refugees heading to europe,
Seems less and less like this war is about freeing the Iranian people from a tyrannical leader. What’s the point in regime change if the country has no infrastructure.,seems less and less like this war is about freeing the iranian people from a tyrannical leader whats the point in regime change if the country has no infrastructure,
Fox News should be sued again,fox news should be sued again,
Iran don't have a military anymore but they're in control of the straight ???,iran dont have a military anymore but theyre in control of the straight ???,
We’re 4 weeks in and trump needs to be taken out.,were 4 weeks in and trump needs to be taken out,
Nuke Iran now!,nuke iran now!,
Why wait 48 hours? Hit'em now.We've gave those towels enough time to get it right.,why wait 48 hours? hitem nowweve gave those towels enough time to get it right,
Trump is bluffing,trump is bluffing,
Hes been told by bibi what to do..its a bibi thing..,hes been told by bibi what to doits a bibi thing,
LMAO!!!  trump demands...  just like his weak white people.,lmao!!!  trump demands  just like his weak white people,
Trump is 4-6 mo. away from being a smiling/waving Biden. 🤤,trump is 46 mo away from being a smilingwaving biden,
Nice to have a Potus with some ballz,nice to have a potus with some ballz,
Yeah sure ¿Anything else?😂,yeah sure anything else?,
He’s full of crap,hes full of crap,
"Targeting power plants will cripple civilian infrastructure causing great harm to civilians.  It’s considered a war crime. Don’t you care what happens to  Iranian citizens? No, I didn’t think so.",targeting power plants will cripple civilian infrastructure causing great harm to civilians  its considered a war crime dont you care what happens to  iranian citizens? no i didnt think so,
"Mr Trump, demanding, asking, warnings, and threatening are not workout in a war, you make them do what you want that's all..",mr trump demanding asking warnings and threatening are not workout in a war you make them do what you want thats all,
"World should rally behind Iran against the USA, the archevil.",world should rally behind iran against the usa the archevil,
Do it Don’t deal with devils control evilness religion in Iran.,do it dont deal with devils control evilness religion in iran,
Since when were power plants military targets?  Sounds like civilian targets to me.   I’m all for taking that regime off the face of the planet BUT taking out power plants hurts civilians the most.,since when were power plants military targets?  sounds like civilian targets to me   im all for taking that regime off the face of the planet but taking out power plants hurts civilians the most,
"Donald Trump does not think strategically. Nor does he think historically, geographically, or even rationally.",donald trump does not think strategically nor does he think historically geographically or even rationally,
"When you lady said you better meet th deadline so 
When he said the exact same things to Putin but bitched out what you call that","when you lady said you better meet th deadline so 
when he said the exact same things to putin but bitched out what you call that",
Trump demands?!! Did he stomp his feet and everything? F*ck Trump.,trump demands?!! did he stomp his feet and everything? fck trump,
Going to love less traffic. ❤❤,going to love less traffic,
Did yall translate that message to Arabic for them?,did yall translate that message to arabic for them?,
"HEY MAGA: Are you tired of winning yet? Trump said that we'd be winning so much that we'd get tired of it. Hey, you Trump voters, please let me know when you get tired of winning.",hey maga are you tired of winning yet? trump said that wed be winning so much that wed get tired of it hey you trump voters please let me know when you get tired of winning,
"Me parece que Trump no entiende el dolor de los padres persas de las 165 niñas asesinadas.

¿tu lo entiendes?

Si lo entiendes, entonces entenderás que Trump ha cometido su mayor error geopolitico. 

Trump ya no puede dar marcha atras en su amenaza y verás que ahora sí el estrecho de Hormuz se cerrará aunque pagues en yuanes y los ataques escalará a todas las refinerias y POTABILIZADORAS DE AGUA y habrá crisis de alimentos.

Definitivamente el precio del petroleo se elevará a 200 dolares, se romperá la OTAN y todos los paises asiaticos se irán contra Trump. Y eso es el MEJOR ESCENARIO. Del peor ni siquiera se puede mencionar.

Señores:  En esta hora, Trump a sentenciado a la economia mundial y al G7.

Que Dios los proteja. Buenas noches.","me parece que trump no entiende el dolor de los padres persas de las 165 niñas asesinadas

tu lo entiendes?

si lo entiendes entonces entenderás que trump ha cometido su mayor error geopolitico 

trump ya no puede dar marcha atras en su amenaza y verás que ahora sí el estrecho de hormuz se cerrará aunque pagues en yuanes y los ataques escalará a todas las refinerias y potabilizadoras de agua y habrá crisis de alimentos

definitivamente el precio del petroleo se elevará a 200 dolares se romperá la otan y todos los paises asiaticos se irán contra trump y eso es el mejor escenario del peor ni siquiera se puede mencionar

señores  en esta hora trump a sentenciado a la economia mundial y al g7

que dios los proteja buenas noches",
BAHAHAHAHAHA......Iran is NOT intimidated by magats favorite CHILD RAPIST.,bahahahahahairan is not intimidated by magats favorite child rapist,
Has he not learnt if he escalates they escalate?,has he not learnt if he escalates they escalate?,
Or else he'll do what?  Drop a nuke?  F-in idiot.,or else hell do what?  drop a nuke?  fin idiot,
Dont worry 🎉im with you just bleed the gulf all the gulf saudi n emirates n Egyptians all are enemies,dont worry im with you just bleed the gulf all the gulf saudi n emirates n egyptians all are enemies,
"Russia has been doing this to Ukraine's power for 4 years.  I guess we know who is running America, in case you had not figured it out yet.",russia has been doing this to ukraines power for 4 years  i guess we know who is running america in case you had not figured it out yet,
About time.,about time,
These broadcasters are idiots,these broadcasters are idiots,
"""If you're not early, you're late""  I'd send a message at hour 33.",if youre not early youre late  id send a message at hour 33,
Epstein files,epstein files,
"No problem, empty pot cry loud",no problem empty pot cry loud,
"Shut up fox, lmao",shut up fox lmao,
"*Trump's threats will only lead to a global energy crisis*
*Any attack targeted at Iran will result in an equal or stronger response*","trumps threats will only lead to a global energy crisis
any attack targeted at iran will result in an equal or stronger response",
Iran doesnt care lmao,iran doesnt care lmao,
He will go down in history as the man who saved the world. That’s righttrumphaters! What he has done to do his part in making the world a better place is remarkable!,he will go down in history as the man who saved the world thats righttrumphaters! what he has done to do his part in making the world a better place is remarkable!,
We will not kowtows to global 🌎 terrorism.Lunatics should not have access to nukes!!🫵🤨,we will not kowtows to global  terrorismlunatics should not have access to nukes!!,
Sure like the IRGC is just going to listen to Trump 😂,sure like the irgc is just going to listen to trump,
Fkn wipe them out....asap,fkn wipe them outasap,
This idiot can't demand anyone he is so delusional,this idiot cant demand anyone he is so delusional,
Fox News supports and lies for a president that stated he is glad a purple heart bronze star marine is dead.  neither trump nor fox have a shred of dignity.  they represent the very worst of America,fox news supports and lies for a president that stated he is glad a purple heart bronze star marine is dead  neither trump nor fox have a shred of dignity  they represent the very worst of america,
Stupid American who voted for Trump,stupid american who voted for trump,
Maybe I am wrong but I think president Trump has the sickos on the ropes go to it float like butterfly sting like a Bee. DB !!!!!!!!!!?,maybe i am wrong but i think president trump has the sickos on the ropes go to it float like butterfly sting like a bee db !!!!!!!!!!?,
Proud to be American 🇺🇸 again.,proud to be american  again,
"The Petro Dollar vault is a bottomless pit. By longterm closure of Hormuz, the US will not be worse off overall, only prices will rise and people will be poorer because the difference will go into the petrodollar's pocket.",the petro dollar vault is a bottomless pit by longterm closure of hormuz the us will not be worse off overall only prices will rise and people will be poorer because the difference will go into the petrodollars pocket,
After china UK refuse another trick of stupid trump,after china uk refuse another trick of stupid trump,
Douchebag Jason chaffetz he's one of the reasons I stopped watching fox. He was a loser in Congress. He's a loser now. He looks like that dweeb on mad magazine.,douchebag jason chaffetz hes one of the reasons i stopped watching fox he was a loser in congress hes a loser now he looks like that dweeb on mad magazine,
Epstein ........... you all have lost your minds lol. Boots on the ground and quagmire.,epstein  you all have lost your minds lol boots on the ground and quagmire,
TACO,taco,
Abracadabra!,abracadabra!,
“You are gambling with World War 3!! You are gambling with World War 3!!” President Donald J Trump,you are gambling with world war 3!! you are gambling with world war 3!! president donald j trump,
Consequences of war now he’s demanding? Yeah we demand to stop this unlawful invasion!!,consequences of war now hes demanding? yeah we demand to stop this unlawful invasion!!,
Trump's distraction from what he said about Robert Mueller. Give them 2 weeks as usual.,trumps distraction from what he said about robert mueller give them 2 weeks as usual,
"What the hell is the matter with you people?  Chuckling at the destruction of the cradle of civilization?  
.. all about peace, eh?  Maybe it's all about 'another piece'.","what the hell is the matter with you people?  chuckling at the destruction of the cradle of civilization?  
 all about peace eh?  maybe its all about another piece",
You think they gonna budge ?,you think they gonna budge ?,
Umm..the ayatolla ..the presient..etc are still there in charge..whats wrong with u guys..omg..,ummthe ayatolla the presientetc are still there in chargewhats wrong with u guysomg,
"Democrats want to fund the TSA during shutdown, but Republicans say ""Hell no!"".",democrats want to fund the tsa during shutdown but republicans say hell no!,
Orange clown is learning a tough lesson unfortunately he’s ruining the whole world economy,orange clown is learning a tough lesson unfortunately hes ruining the whole world economy,
That people still believe anything trump says proves that gullibility has a very wide horizon.,that people still believe anything trump says proves that gullibility has a very wide horizon,
That’s what a real Commander in Chief looks like.,thats what a real commander in chief looks like,
"If Trump hits Irans energy infrastructure in 48 hours Iran will hit gulf states infrastructure hard, and the Strait will remain closed. By Tuesday markets will be in a free fall. Iran will not surrender in any way.",if trump hits irans energy infrastructure in 48 hours iran will hit gulf states infrastructure hard and the strait will remain closed by tuesday markets will be in a free fall iran will not surrender in any way,
Poor journalism,poor journalism,
Are they news anchors or Trump's spokespersons?,are they news anchors or trumps spokespersons?,
"Well, if we do that then what will happen to power plants of our Middle East allies ? Let’s not worry about others ..not even allies and poor people of the countries. WIN WIN WIN",well if we do that then what will happen to power plants of our middle east allies ? lets not worry about others not even allies and poor people of the countries win win win,
"The United States of Israel has lost the war. No Regime Change. Iran calls the shots in the Strait of Hormuz.  US bases in the Persian Gulf destroyed. 13 Americans killed, over 180 injured....Losers!",the united states of israel has lost the war no regime change iran calls the shots in the strait of hormuz  us bases in the persian gulf destroyed 13 americans killed over 180 injuredlosers!,
Need boots on the ground NOW !  Invade the Island. Iran is dying. Make Iran a bad memory.,need boots on the ground now !  invade the island iran is dying make iran a bad memory,
F Israel and USA go Iran 🇮🇷,f israel and usa go iran,
WHAT'S ALL THE PANIC ABOUT? Didn't you hear? President Trump has decimated Iran's military capabilities.....hasn't he???🤔🇬🇧,whats all the panic about? didnt you hear? president trump has decimated irans military capabilitieshasnt he???,
Trump is destroying the world... It's a fact...,trump is destroying the world its a fact,
We’ll never forget the Epstein files.,well never forget the epstein files,
"Give them 48 hours leaving Teheran, there's a nuke incomming. (The Strait can wait a couple months...no prob)",give them 48 hours leaving teheran theres a nuke incomming the strait can wait a couple monthsno prob,
The democrats criminals are starting to pay attention,the democrats criminals are starting to pay attention,
All of them would love to blow trump.,all of them would love to blow trump,
Trump caused this problem.  Wasn't this to be done in a week.,trump caused this problem  wasnt this to be done in a week,
"Ummm news flash, they dont care.",ummm news flash they dont care,
lol.because threatening them and telling them your plans are working so well for you. Iran: “thanks for the heads up- again”,lolbecause threatening them and telling them your plans are working so well for you iran thanks for the heads up again,
"Taking out power plants is a war crime 
Millions of people will die 
And Irans will retaliate by striking power plants in the Gulf states 
MAGA you need to understand that you follow the worlds biggest warmonger in history.
He must be stopped he is literally destroying the worlds economy","taking out power plants is a war crime 
millions of people will die 
and irans will retaliate by striking power plants in the gulf states 
maga you need to understand that you follow the worlds biggest warmonger in history
he must be stopped he is literally destroying the worlds economy",
Iran 🇮🇷 should tell Trump “ no! you didn’t say please at the end. “ 😂,iran  should tell trump  no! you didnt say please at the end,
🤣😂😅😆😆😅😂 trump is desperate,trump is desperate,
"Asking the country you went to war with to abandon their only leverage, y'all must be lappi g up this bs",asking the country you went to war with to abandon their only leverage yall must be lappi g up this bs,
stop telling them light um up get it done get our boys and girls home let world once know which country  is in charge,stop telling them light um up get it done get our boys and girls home let world once know which country  is in charge,
This president is totally mental,this president is totally mental,
It’s gonna stay closed even after 48 hours.,its gonna stay closed even after 48 hours,
Threats are wimpy. Just do it.,threats are wimpy just do it,
The Iranian government  has been a menace to the 🇺🇸 since 1979.,the iranian government  has been a menace to the  since 1979,
Such a sad old little man,such a sad old little man,
Doesn't he realize only inbreds follow his orders?,doesnt he realize only inbreds follow his orders?,
Unconditional Surrender Remember?,unconditional surrender remember?,
So ur saying limit down day on Mon & Tues. Got it.☑️,so ur saying limit down day on mon  tues got it,
"Liberating the Iranian people by bombing their oil refineries, poisoning their air, destroying their fresh water supplies, exploding their elementary schools, and now ""obliterating"" their power plants. Who wouldn't be grateful for this?",liberating the iranian people by bombing their oil refineries poisoning their air destroying their fresh water supplies exploding their elementary schools and now obliterating their power plants who wouldnt be grateful for this?,
War crime alert,war crime alert,
It’s time!,its time!,
US ISRAEL START THE WAR NOW YOU QUOTE ISLAMIC TERRORISTS SHOULDN'T BE ALLOWED TO STOP OIL IN THE STRAIGHT. O YES YOU'RE RELATING THIS TO ECONOMIC WAR AND CONTROL. THE  AMERICAN DECADE'S OF SANCTIONS ARE ALSO ECONOMICAL WAR AND CONTROL.,us israel start the war now you quote islamic terrorists shouldnt be allowed to stop oil in the straight o yes youre relating this to economic war and control the  american decades of sanctions are also economical war and control,
keep doubling  down doubling down just like any old alcoholic just keep drinking from that bottle,keep doubling  down doubling down just like any old alcoholic just keep drinking from that bottle,
If they don't open it up captain bone spurs will hold his breath and stomp his feet and shake his tiny hands untill they do Thank you for your attention to this matter,if they dont open it up captain bone spurs will hold his breath and stomp his feet and shake his tiny hands untill they do thank you for your attention to this matter,
Iran is asking complete destruction.,iran is asking complete destruction,
"won't work, they don't care if the people die",wont work they dont care if the people die,
He ain't gonna do $hit 😂😂😂. I love roasting stupid trumpers and boomers in fox news comment sections because they are so feebleminded.,he aint gonna do hit  i love roasting stupid trumpers and boomers in fox news comment sections because they are so feebleminded,
Yeah well Israel will get obliterated then.,yeah well israel will get obliterated then,
just nuke iran 50 times they'll definitely open the straight.,just nuke iran 50 times theyll definitely open the straight,
"MAGA went from no new wars especially in the Middle East 
To we love war we love Israel","maga went from no new wars especially in the middle east 
to we love war we love israel",
FURHER TRUMP LOST THIS WAR  TIME WILL SHOW  IT,furher trump lost this war  time will show  it,
"외통수에 걸린 트럼프.
이제 시한부 인생이다.
중간선거 패배 후 탄핵당하고 바로 감방 예약이다.
잘가라.","외통수에 걸린 트럼프
이제 시한부 인생이다
중간선거 패배 후 탄핵당하고 바로 감방 예약이다
잘가라",
"This is a test by Trump, if there is any leadership left. I still think he should do the power grid, and hit the prisons infanstructure.",this is a test by trump if there is any leadership left i still think he should do the power grid and hit the prisons infanstructure,
/popcorn,popcorn,
"“If you don’t do what I say in 48 hours, I’m going to bomb you like I’ve been doing for 3 weeks even though it’s not working because I don’t know what the f I’m doing or how to get out of the mess I created!”",if you dont do what i say in 48 hours im going to bomb you like ive been doing for 3 weeks even though its not working because i dont know what the f im doing or how to get out of the mess i created!,
"Trump said that America has a powerful Arm forces in the world by far,  And yet He is begging American allies to help him to open the straight of Hurmoz ., It's been 3 weeks and now he cant make it open. What a big mouth.",trump said that america has a powerful arm forces in the world by far  and yet he is begging american allies to help him to open the straight of hurmoz  its been 3 weeks and now he cant make it open what a big mouth,
Isn't Iran letting other ships through except for the USA??,isnt iran letting other ships through except for the usa??,
Fox News is really a one sided fake news channel.,fox news is really a one sided fake news channel,
Trump is a real Commander in Chief unlike that loser Bush...,trump is a real commander in chief unlike that loser bush,
48 hrs is twice as long as he gave the Russia Ukraine war. .so this must be twice as difficult,48 hrs is twice as long as he gave the russia ukraine war so this must be twice as difficult,
"You will have revealed your true face to the Iranian people, whom you claimed to have come to save. Iran will target American and Israeli economic interests, as it has done before, as a warning. What a foolish, ignorant man Netanyahu dragged into a war as foolish as you are. And fox lies if you can pleas just stop",you will have revealed your true face to the iranian people whom you claimed to have come to save iran will target american and israeli economic interests as it has done before as a warning what a foolish ignorant man netanyahu dragged into a war as foolish as you are and fox lies if you can pleas just stop,
This has been a huge strategic failure. What a shame....,this has been a huge strategic failure what a shame,
"PLEAAASSE OPEN IT!! NO ALLIES ARE HELPING ME 🥺
PRETTY PLEASE??","pleaaasse open it!! no allies are helping me 
pretty please??",
"When you kick a hornets nest, it's not you who decides when the stinging stops.",when you kick a hornets nest its not you who decides when the stinging stops,
Why are other countries paying the price for a CRAZY U.S. president? This is so infuriating!!!!,why are other countries paying the price for a crazy us president? this is so infuriating!!!!,
😂😂😂How can a person like this be elected president? This stupid person can become president.,how can a person like this be elected president? this stupid person can become president,
THAY WILL OPEN  NEW  MISSLE STRIKE IN 48 h  IF USA HIT THAM THAY HIT ALL MIDLE EAST STATE  TARGET FOR TARGET,thay will open  new  missle strike in 48 h  if usa hit tham thay hit all midle east state  target for target,
This guys Arrogance never stops. ;lets see how the world allow him to be arrogant and how long it takes him to come to his senses..............the ships can pass throgh without hurdle as soon as US removes it terror bases in gulf region.the world can remain in peace.............US want to steal oil from Gulf thats why create all terror out there.................,this guys arrogance never stops lets see how the world allow him to be arrogant and how long it takes him to come to his sensesthe ships can pass throgh without hurdle as soon as us removes it terror bases in gulf regionthe world can remain in peaceus want to steal oil from gulf thats why create all terror out there,
Trump better not invade Iran with American soldiers. They'll be sent home in body bags!,trump better not invade iran with american soldiers theyll be sent home in body bags!,
"Trump:
We are winning this war
Have some guts go through the strait
NATO, help me protect the strait
Iran, open the strait!","trump
we are winning this war
have some guts go through the strait
nato help me protect the strait
iran open the strait!",
"If the PowerPoint are hight, it will be absolute anarchy in Iran. 😮😮",if the powerpoint are hight it will be absolute anarchy in iran,
Hit all their comunacation sights too.,hit all their comunacation sights too,
Loser Trump,loser trump,
The stock market is putting some pressure on him now.  Haahaaaa!!!,the stock market is putting some pressure on him now  haahaaaa!!!,
Useless president always threatening other. If things go wrong than just panic and lie lie lie to the peoples.,useless president always threatening other if things go wrong than just panic and lie lie lie to the peoples,
Or what? We will remove all sanctions. lol,or what? we will remove all sanctions lol,
"ㅋㅋㅋ
개방 안하면 어쩔건데?
트럼프 넌 가진 패가 없어.","ㅋㅋㅋ
개방 안하면 어쩔건데?
트럼프 넌 가진 패가 없어",
Operation AIPAC Fury has been an abysmal failure so far. Victory declared on the first day. Week 2: War is still continuing. Week 3: HELP!!!😅😅😅,operation aipac fury has been an abysmal failure so far victory declared on the first day week 2 war is still continuing week 3 help!!!,
Trump sucks big weiners,trump sucks big weiners,
This is how a real boss works!,this is how a real boss works!,
I'll check back in 48 hours to see who has bigger balls,ill check back in 48 hours to see who has bigger balls,
Trumps threats always work out well........,trumps threats always work out well,
"So what if Iran says hell nah War it is and they sink ships and start bombing oil infrastructures. Expect a reaction and now they have missiles that range to 4,000 km",so what if iran says hell nah war it is and they sink ships and start bombing oil infrastructures expect a reaction and now they have missiles that range to 4000 km,
You can’t play with snakes - who were flying the drones at Barksdale AFB? Home of our fighter planes,you cant play with snakes  who were flying the drones at barksdale afb? home of our fighter planes,
"Are the navies of our alleged allies, England, France and Germany, otherwise known as the CHICKENS OF THE SEA going to help keep the Strait of Hormuz open????",are the navies of our alleged allies england france and germany otherwise known as the chickens of the sea going to help keep the strait of hormuz open????,
Trump BETTER fully remove SANCTIONS.....Beggars CANNOT be choosers ...,trump better fully remove sanctionsbeggars cannot be choosers,
These morons are so funny.😂,these morons are so funny,
"Yeah Like Iran gives a fk what Orange man says all this time...They gonna respond by burning the whole/gulf middle east and Israel.
They should Just admit that they had no real plan starting this war.They thought Iran is Venezuela LMAO","yeah like iran gives a fk what orange man says all this timethey gonna respond by burning the wholegulf middle east and israel
they should just admit that they had no real plan starting this warthey thought iran is venezuela lmao",
"Make Atrocities Great Again
Operation epic pillage","make atrocities great again
operation epic pillage",
"Iran has vast open spaces, in which American troops will be needed on the ground - if ever a war is to be won (and not by air power alone).",iran has vast open spaces in which american troops will be needed on the ground  if ever a war is to be won and not by air power alone,
"😂😂😂😂😂😂 Orange 🤡 doesn't know how to get out of this conflict, he realize Iran it's not Venezuela. MAGA, are we great again, are we winning!?😂😂😂",orange  doesnt know how to get out of this conflict he realize iran its not venezuela maga are we great again are we winning!?,
"Drop Atomic Bomb on Tehran, we need fuel here",drop atomic bomb on tehran we need fuel here,
Tramp thinks he's in Venezuela  Another Vietnam,tramp thinks hes in venezuela  another vietnam,
They have to be ready there generator  and  hope they have enough  gasoline,they have to be ready there generator  and  hope they have enough  gasoline,
GO GET THEM  MR. TRUMP. GIVE IT TO THEM GOOD?,go get them  mr trump give it to them good?,
"Trump is nothing but a Puppet of SATANYAHU....
Every secretary he appointed was DICTATED by SATANYAHU....
He was compelled to start a war on IRAN...
He wants to exit but his Master is not giving permission","trump is nothing but a puppet of satanyahu
every secretary he appointed was dictated by satanyahu
he was compelled to start a war on iran
he wants to exit but his master is not giving permission",
“Don’t” 😂😂😂😂😂😂,dont,
Iran right now👉🤨 how about no ?,iran right now how about no ?,
"Well, this won't work will it? Fox news is as stupid as Trump.",well this wont work will it? fox news is as stupid as trump,
He is a manipulator and  liar so noone cares what he says,he is a manipulator and  liar so noone cares what he says,
Taco 😅,taco,
"All the IRGC leader’s  and their buddies have been enjoying themselves with the 72  none virgins somewhere,but it's not over yet; President  must Obliterated Evils Military of Iran for the entire Middle East.",all the irgc leaders  and their buddies have been enjoying themselves with the 72  none virgins somewherebut its not over yet president  must obliterated evils military of iran for the entire middle east,
"Trump bit off way more than he could chew. The world is enjoying watching him choke. Sad that his only motivation is saving his own hide after starting an illegal war with no end game. Expect years of fallout from his ""Excursion"".",trump bit off way more than he could chew the world is enjoying watching him choke sad that his only motivation is saving his own hide after starting an illegal war with no end game expect years of fallout from his excursion,
"Criminal Governor Trump, appointed by Israel to the position of US Governor, will be held accountable in a war crimes tribunal along with a wanted war criminal named Netanyahu",criminal governor trump appointed by israel to the position of us governor will be held accountable in a war crimes tribunal along with a wanted war criminal named netanyahu,
But aren’t they destroyed?,but arent they destroyed?,
They could comply and they might get bombed anyway. Nobody wants to negotiate with Washington.,they could comply and they might get bombed anyway nobody wants to negotiate with washington,
The whole point of war you said was liberating iran. Now your killing their civilian by cutting power plants.  Good strategy,the whole point of war you said was liberating iran now your killing their civilian by cutting power plants  good strategy,
😅😅 ok here is the oil at usd 200 baron well done 👍,ok here is the oil at usd 200 baron well done,
They aren't paying attention to your twitter account son.,they arent paying attention to your twitter account son,
1:58 claim the oil,158 claim the oil,
Mistake made to vote Trump as president who is most stupid person in the world,mistake made to vote trump as president who is most stupid person in the world,
"Finish the job, Sit Trump 🙏",finish the job sit trump,
TRUMP'S DEMANDING HASN'T GOT ANYTHING DONE YET 😅😅😅😅,trumps demanding hasnt got anything done yet,
What a bunch of stupid idiots just being covering up for the most stupid ever president,what a bunch of stupid idiots just being covering up for the most stupid ever president,
1:27 go to war,127 go to war,
U want go to war with Russia and China can't even open straight lol I told you God isn't on your side anymore,u want go to war with russia and china cant even open straight lol i told you god isnt on your side anymore,
"Trump's sequel to ""the art of the deal...or extortion"" is going to be ""Winding down by escalation"".",trumps sequel to the art of the dealor extortion is going to be winding down by escalation,
Maybe he’ll have a major stroke if we get lucky,maybe hell have a major stroke if we get lucky,
And you think that is making a difference?,and you think that is making a difference?,
How the hell does one schedule a war?,how the hell does one schedule a war?,
First of all when he is serious about it it would have never been 48 hours,first of all when he is serious about it it would have never been 48 hours,
ايران جعلت من قوه أمريكا وإسرائيل مسخره في الشرق الأوسط  ليس مثل مايرواج الااعلام الغربي أمريكا تستغيث من الدول الغربية  ان تدخل الحرب  معها وامريكا الان حاليا تريد الإنسحاب  واعلان النصر المطلق نعرف كيف ابتعدو من القواعد  الموجودة في الشرق الأوسط  صحيح لديهم الذكاء الاصطناعي في قتل القيادات العسكرية  لكن هذا لايغير من القوه على الارض,ايران جعلت من قوه أمريكا وإسرائيل مسخره في الشرق الأوسط  ليس مثل مايرواج الااعلام الغربي أمريكا تستغيث من الدول الغربية  ان تدخل الحرب  معها وامريكا الان حاليا تريد الإنسحاب  واعلان النصر المطلق نعرف كيف ابتعدو من القواعد  الموجودة في الشرق الأوسط  صحيح لديهم الذكاء الاصطناعي في قتل القيادات العسكرية  لكن هذا لايغير من القوه على الارض,
Peace?  Liar,peace?  liar,
He doesn't have balls to do that,he doesnt have balls to do that,
Or what ?,or what ?,
